sName,sJobNo,sCard,Date,Time,IN/OUT,ReadID,EventMainCode,EventSubCode,AttendanceStatus,SerialNo
'T01187,1187,'NULL,2024-07-12,15:32:51,'IN,1,5, 38,checkIn,527361
'T01202,1202,'NULL,2024-07-12,15:32:54,'IN,1,5, 38,checkIn,527362
'T01189,1189,'NULL,2024-07-12,15:33:03,'IN,1,5, 38,checkIn,527366
'T01132,1132,'NULL,2024-07-12,15:34:18,'IN,1,5, 38,checkIn,527369
'T01026,244,'NULL,2024-07-12,15:34:23,'IN,1,5, 38,checkIn,527372
'T01176,1176,'NULL,2024-07-12,15:34:28,'IN,1,5, 38,checkIn,527375
'T01030,251,'NULL,2024-07-12,15:34:49,'IN,1,5, 38,checkIn,527378
'T01203,1203,'NULL,2024-07-12,15:34:53,'IN,1,5, 38,checkIn,527379
'T01128,1128,'NULL,2024-07-12,15:35:20,'IN,1,5, 38,checkIn,527382
'T01200,1200,'NULL,2024-07-12,15:35:22,'IN,1,5, 38,checkIn,527383
'T01074,294,'NULL,2024-07-12,15:35:37,'IN,1,5, 38,checkIn,527386
'T01170,1170,'NULL,2024-07-12,15:35:42,'IN,1,5, 38,checkIn,527387
'T01107,1107,'NULL,2024-07-12,15:35:49,'IN,1,5, 38,checkIn,527391
'T01117,1117,'NULL,2024-07-12,15:36:44,'IN,1,5, 38,checkIn,527394
'T 01140,1140,'NULL,2024-07-12,15:37:14,'IN,1,5, 38,checkIn,527397
'T01188,1188,'NULL,2024-07-12,15:37:17,'IN,1,5, 38,checkIn,527398
'T01080,290,'NULL,2024-07-12,15:37:55,'IN,1,5, 38,checkIn,527401
'T01197,1197,'NULL,2024-07-12,15:39:32,'IN,1,5, 38,checkIn,527404
'T01146,1146,'NULL,2024-07-12,15:40:34,'IN,1,5, 38,checkIn,527407
'T01018,238,'NULL,2024-07-12,15:40:57,'IN,1,5, 38,checkIn,527410
'T00567,69,'NULL,2024-07-12,15:41:02,'IN,1,5, 38,checkIn,527412
'T00963,219,'NULL,2024-07-12,15:41:03,'IN,1,5, 38,checkIn,527414
'T00970,225,'NULL,2024-07-12,15:41:05,'IN,1,5, 38,checkIn,527415
'T00893,113,'NULL,2024-07-12,15:41:07,'IN,1,5, 38,checkIn,527417
'T01076,296,'NULL,2024-07-12,15:41:09,'IN,1,5, 38,checkIn,527418
'T00966,241,'NULL,2024-07-12,15:41:12,'IN,1,5, 38,checkIn,527419
'T00797,52,'NULL,2024-07-12,15:41:14,'IN,1,5, 38,checkIn,527420
'T00919,158,'NULL,2024-07-12,15:41:17,'IN,1,5, 38,checkIn,527421
'T00905,120,'NULL,2024-07-12,15:41:19,'IN,1,5, 38,checkIn,527422
'T01190,1190,'NULL,2024-07-12,15:41:21,'IN,1,5, 38,checkIn,527423
'T00869,141,'NULL,2024-07-12,15:41:23,'IN,1,5, 38,checkIn,527424
'T00875,875,'NULL,2024-07-12,15:41:26,'IN,1,5, 38,checkIn,527425
'T00628,65,'NULL,2024-07-12,15:41:27,'IN,1,5, 38,checkIn,527426
'T01159,1159,'NULL,2024-07-12,15:41:29,'IN,1,5, 38,checkIn,527427
'T00851,16,'NULL,2024-07-12,15:41:31,'IN,1,5, 38,checkIn,527428
'T00630,28,'NULL,2024-07-12,15:41:33,'IN,1,5, 38,checkIn,527430
'T00889,61,'NULL,2024-07-12,15:41:36,'IN,1,5, 38,checkIn,527431
'T00870,121,'NULL,2024-07-12,15:41:38,'IN,1,5, 38,checkIn,527432
'T00559,25,'NULL,2024-07-12,15:41:40,'IN,1,5, 38,checkIn,527433
'T00546,27,'NULL,2024-07-12,15:41:43,'IN,1,5, 38,checkIn,527434
'T00468,108,'NULL,2024-07-12,15:41:48,'IN,1,5, 38,checkIn,527437
'T00468,108,'NULL,2024-07-12,15:41:49,'IN,1,5, 38,checkIn,527438
'T01070,274,'NULL,2024-07-12,15:41:50,'IN,1,5, 38,checkIn,527439
'T00606,86,'NULL,2024-07-12,15:41:53,'IN,1,5, 38,checkIn,527440
'T00922,151,'NULL,2024-07-12,15:41:55,'IN,1,5, 38,checkIn,527441
'T00916,94,'NULL,2024-07-12,15:41:57,'IN,1,5, 38,checkIn,527442
'T00931,187,'NULL,2024-07-12,15:41:59,'IN,1,5, 38,checkIn,527443
'T00653,13,'NULL,2024-07-12,15:42:02,'IN,1,5, 38,checkIn,527444
'T00894,29,'NULL,2024-07-12,15:42:10,'IN,1,5, 38,checkIn,527447
'T00950,179,'NULL,2024-07-12,15:42:23,'IN,1,5, 38,checkIn,527450
'T00978,173,'NULL,2024-07-12,15:42:27,'IN,1,5, 38,checkIn,527451
'T01174,1174,'NULL,2024-07-12,15:42:33,'IN,1,5, 38,checkIn,527454
'T00478,131,'NULL,2024-07-12,15:42:38,'IN,1,5, 38,checkIn,527455
'T01163,1163,'NULL,2024-07-12,15:42:46,'IN,1,5, 38,checkIn,527458
'T01162,1162,'NULL,2024-07-12,15:42:48,'IN,1,5, 38,checkIn,527459
'T00779,112,'NULL,2024-07-12,15:42:56,'IN,1,5, 38,checkIn,527462
'T00779,112,'NULL,2024-07-12,15:43:00,'IN,1,5, 38,checkIn,527463
'T00918,155,'NULL,2024-07-12,15:43:04,'IN,1,5, 38,checkIn,527464
'T01164,1164,'NULL,2024-07-12,15:43:11,'IN,1,5, 38,checkIn,527467
'T01165,1165,'NULL,2024-07-12,15:43:14,'IN,1,5, 38,checkIn,527468
'T00947,217,'NULL,2024-07-12,15:43:18,'IN,1,5, 38,checkIn,527469
'T01186,1186,'NULL,2024-07-12,15:43:24,'IN,1,5, 38,checkIn,527472
'T00864,21,'NULL,2024-07-12,15:43:31,'IN,1,5, 38,checkIn,527476
'T00766,32,'NULL,2024-07-12,15:43:40,'IN,1,5, 38,checkIn,527479
'T01223,1223,'NULL,2024-07-12,15:43:41,'IN,1,5, 38,checkIn,527480
'T01125,1125,'NULL,2024-07-12,15:43:48,'IN,1,5, 38,checkIn,527483
'T01220,1220,'NULL,2024-07-12,15:43:51,'IN,1,5, 38,checkIn,527484
'T01121,1121,'NULL,2024-07-12,15:44:00,'IN,1,5, 38,checkIn,527487
'T00912,57,'NULL,2024-07-12,15:44:05,'IN,1,5, 38,checkIn,527490
'T01224,1224,'NULL,2024-07-12,15:44:07,'IN,1,5, 38,checkIn,527491
'T00733,31,'NULL,2024-07-12,15:44:09,'IN,1,5, 38,checkIn,527492
'T01023,300,'NULL,2024-07-12,15:44:14,'IN,1,5, 38,checkIn,527493
'T01212,1212,'NULL,2024-07-12,15:44:18,'IN,1,5, 38,checkIn,527494
'T01154,1154,'NULL,2024-07-12,15:44:20,'IN,1,5, 38,checkIn,527495
'T00907,78,'NULL,2024-07-12,15:44:23,'IN,1,5, 38,checkIn,527496
'T01051,267,'NULL,2024-07-12,15:44:25,'IN,1,5, 38,checkIn,527497
'T01184,1184,'NULL,2024-07-12,15:44:28,'IN,1,5, 38,checkIn,527498
'T01056,279,'NULL,2024-07-12,15:44:32,'IN,1,5, 38,checkIn,527499
'T01054,278,'NULL,2024-07-12,15:44:36,'IN,1,5, 38,checkIn,527500
'T01116,1116,'NULL,2024-07-12,15:44:43,'IN,1,5, 38,checkIn,527503
'T01116,1116,'NULL,2024-07-12,15:44:43,'IN,1,5, 38,checkIn,527504
'T00602,144,'NULL,2024-07-12,15:44:45,'IN,1,5, 38,checkIn,527505
'T00501,95,'NULL,2024-07-12,15:44:52,'IN,1,5, 38,checkIn,527509
'T00266,147,'NULL,2024-07-12,15:44:58,'IN,1,5, 38,checkIn,527513
'T00808,63,'NULL,2024-07-12,15:45:00,'IN,1,5, 38,checkIn,527514
'T00911,56,'NULL,2024-07-12,15:45:01,'IN,1,5, 38,checkIn,527515
'T01234,1234,'NULL,2024-07-12,15:45:03,'IN,1,5, 38,checkIn,527516
'T00868,76,'NULL,2024-07-12,15:45:08,'IN,1,5, 38,checkIn,527519
'T00722,72,'NULL,2024-07-12,15:45:08,'IN,1,5, 38,checkIn,527521
'T00722,72,'NULL,2024-07-12,15:45:15,'IN,1,5, 38,checkIn,527524
'T00968,968,'NULL,2024-07-12,15:45:19,'IN,1,5, 38,checkIn,527525
'T00561,125,'NULL,2024-07-12,15:45:25,'IN,1,5, 38,checkIn,527529
'T01225,12255,'NULL,2024-07-12,15:45:29,'IN,1,5, 38,checkIn,527530
'T00561,125,'NULL,2024-07-12,15:45:33,'IN,1,5, 38,checkIn,527531
'T01221,1221,'NULL,2024-07-12,15:45:36,'IN,1,5, 38,checkIn,527532
'T01225,12255,'NULL,2024-07-12,15:45:45,'IN,1,5, 38,checkIn,527536
'T01152,1152,'NULL,2024-07-12,15:45:51,'IN,1,5, 38,checkIn,527541
'T00615,84,'NULL,2024-07-12,15:45:53,'IN,1,5, 38,checkIn,527543
'T01155,1155,'NULL,2024-07-12,15:46:02,'IN,1,5, 38,checkIn,527548
'T01226,1226,'NULL,2024-07-12,15:46:06,'IN,1,5, 38,checkIn,527549
'T01044,1044,'NULL,2024-07-12,15:46:09,'IN,1,5, 38,checkIn,527550
'T00597,55,'NULL,2024-07-12,15:46:14,'IN,1,5, 38,checkIn,527552
'T01120,1120,'NULL,2024-07-12,15:46:15,'IN,1,5, 38,checkIn,527553
'T01095,1095,'NULL,2024-07-12,15:46:18,'IN,1,5, 38,checkIn,527554
'T01025,229,'NULL,2024-07-12,15:46:21,'IN,1,5, 38,checkIn,527555
'T00898,30,'NULL,2024-07-12,15:46:24,'IN,1,5, 38,checkIn,527556
'T01222,1222,'NULL,2024-07-12,15:46:25,'IN,1,5, 38,checkIn,527557
'T00455,85,'NULL,2024-07-12,15:46:28,'IN,1,5, 38,checkIn,527558
'T00982,196,'NULL,2024-07-12,15:46:31,'IN,1,5, 38,checkIn,527559
'T00876,126,'NULL,2024-07-12,15:46:37,'IN,1,5, 38,checkIn,527564
'T01129,1129,'NULL,2024-07-12,15:46:41,'IN,1,5, 38,checkIn,527565
'T01129,1129,'NULL,2024-07-12,15:46:44,'IN,1,5, 38,checkIn,527567
'T01099,1099,'NULL,2024-07-12,15:46:46,'IN,1,5, 38,checkIn,527568
'T00723,17,'NULL,2024-07-12,15:46:48,'IN,1,5, 38,checkIn,527569
'T00540,92,'NULL,2024-07-12,15:46:52,'IN,1,5, 38,checkIn,527571
'T01113,1113,'NULL,2024-07-12,15:46:54,'IN,1,5, 38,checkIn,527572
'T00930,172,'NULL,2024-07-12,15:46:57,'IN,1,5, 38,checkIn,527573
'T00649,110,'NULL,2024-07-12,15:46:59,'IN,1,5, 38,checkIn,527574
'T01129,1129,'NULL,2024-07-12,15:47:00,'IN,1,5, 38,checkIn,527575
'T00698,161,'NULL,2024-07-12,15:47:06,'IN,1,5, 38,checkIn,527578
'T01112,1112,'NULL,2024-07-12,15:47:08,'IN,1,5, 38,checkIn,527580
'T00883,59,'NULL,2024-07-12,15:47:09,'IN,1,5, 38,checkIn,527581
'T01064,284,'NULL,2024-07-12,15:47:10,'IN,1,5, 38,checkIn,527582
'T01124,1124,'NULL,2024-07-12,15:47:13,'IN,1,5, 38,checkIn,527583
'T00823,91,'NULL,2024-07-12,15:47:16,'IN,1,5, 38,checkIn,527584
'T00881,115,'NULL,2024-07-12,15:47:19,'IN,1,5, 38,checkIn,527586
'    T01133,1133,'NULL,2024-07-12,15:47:21,'IN,1,5, 38,checkIn,527587
'T00641,98,'NULL,2024-07-12,15:47:23,'IN,1,5, 38,checkIn,527588
'T00787,138,'NULL,2024-07-12,15:47:27,'IN,1,5, 38,checkIn,527589
'T01215,1215,'NULL,2024-07-12,15:47:32,'IN,1,5, 38,checkIn,527590
'T00832,35,'NULL,2024-07-12,15:47:34,'IN,1,5, 38,checkIn,527591
'T00487,15,'NULL,2024-07-12,15:47:37,'IN,1,5, 38,checkIn,527592
'T00884,79,'NULL,2024-07-12,15:47:39,'IN,1,5, 38,checkIn,527593
'T00802,159,'NULL,2024-07-12,15:47:45,'IN,1,5, 38,checkIn,527596
'T00785,10,'NULL,2024-07-12,15:47:47,'IN,1,5, 38,checkIn,527597
'T00532,62,'NULL,2024-07-12,15:47:50,'IN,1,5, 38,checkIn,527598
'T00972,197,'NULL,2024-07-12,15:47:54,'IN,1,5, 38,checkIn,527599
'T01142,1142,'NULL,2024-07-12,15:47:57,'IN,1,5, 38,checkIn,527600
'T01206,1206,'NULL,2024-07-12,15:48:02,'IN,1,5, 38,checkIn,527601
'T01206,1206,'NULL,2024-07-12,15:48:08,'IN,1,5, 38,checkIn,527604
'T01120,1120,'NULL,2024-07-12,15:48:22,'IN,1,5, 38,checkIn,527607
'T01149,1149,'NULL,2024-07-12,15:48:30,'IN,1,5, 38,checkIn,527610
'T00822,90,'NULL,2024-07-12,15:48:32,'IN,1,5, 38,checkIn,527611
'T01175,1175,'NULL,2024-07-12,15:50:20,'IN,1,5, 38,checkIn,527614
'T00935,193,'NULL,2024-07-12,15:50:33,'IN,1,5, 38,checkIn,527617
'T01097,1097,'NULL,2024-07-12,15:50:37,'IN,1,5, 38,checkIn,527618
'T01157,1157,'NULL,2024-07-12,15:50:41,'IN,1,5, 38,checkIn,527619
'T01161,1161,'NULL,2024-07-12,15:50:45,'IN,1,5, 38,checkIn,527620
'T01138,1138,'NULL,2024-07-12,15:50:59,'IN,1,5, 38,checkIn,527623
'T00977,227,'NULL,2024-07-12,15:52:41,'IN,1,5, 38,checkIn,527626
'T01017,255,'NULL,2024-07-12,15:52:46,'IN,1,5, 38,checkIn,527629
'T01016,254,'NULL,2024-07-12,15:52:50,'IN,1,5, 38,checkIn,527630
'T01069,273,'NULL,2024-07-12,15:52:56,'IN,1,5, 38,checkIn,527633
'T00904,239,'NULL,2024-07-12,15:53:05,'IN,1,5, 38,checkIn,527637
'T00726,33,'NULL,2024-07-12,15:53:13,'IN,1,5, 38,checkIn,527640
'T01029,249,'NULL,2024-07-12,15:54:05,'IN,1,5, 38,checkIn,527643
'T01168,1168,'NULL,2024-07-12,15:54:49,'IN,1,5, 38,checkIn,527646
'T00945,177,'NULL,2024-07-12,15:55:01,'IN,1,5, 38,checkIn,527649
'T00253,60,'NULL,2024-07-12,15:55:19,'IN,1,5, 38,checkIn,527652
'T01182,1182,'NULL,2024-07-12,15:55:31,'IN,1,5, 38,checkIn,527655
'T00938,178,'NULL,2024-07-12,15:56:09,'IN,1,5, 38,checkIn,527658
'T01144,1144,'NULL,2024-07-12,15:56:13,'IN,1,5, 38,checkIn,527659
'T01110,1110,'NULL,2024-07-12,15:56:46,'IN,1,5, 38,checkIn,527662
'T01181,1181,'NULL,2024-07-12,15:59:16,'IN,1,5, 38,checkIn,527666
'T00497,44,'NULL,2024-07-12,16:00:42,'IN,1,5, 38,checkIn,527669
'T01037,236,'NULL,2024-07-12,16:00:51,'IN,1,5, 38,checkIn,527672
'T00997,201,'NULL,2024-07-12,16:00:59,'IN,1,5, 38,checkIn,527675
'T01219,1219,'NULL,2024-07-12,16:03:40,'IN,1,5, 38,checkIn,527678
'T01231,1231,'NULL,2024-07-12,16:04:08,'IN,1,5, 38,checkIn,527681
'T01167,1167,'NULL,2024-07-12,16:04:59,'IN,1,5, 38,checkIn,527684
'T00709,45,'NULL,2024-07-12,16:05:39,'IN,1,5, 38,checkIn,527687
'T01032,245,'NULL,2024-07-12,16:13:13,'IN,1,5, 38,checkIn,527690
'T01090,11111,'NULL,2024-07-12,16:16:53,'IN,1,5, 38,checkIn,527693
'T01068,280,'NULL,2024-07-12,16:17:17,'IN,1,5, 38,checkIn,527696
'T00726,33,'NULL,2024-07-12,16:18:54,'IN,1,5, 38,checkIn,527699
'T01145,1145,'NULL,2024-07-12,16:22:59,'IN,1,5, 38,checkIn,527702
'T00486,102,'NULL,2024-07-12,16:26:39,'IN,1,5, 38,checkIn,527706
'T00075,36,'NULL,2024-07-12,16:26:46,'IN,1,5, 38,checkIn,527710
'T01115,1115,'NULL,2024-07-12,16:28:05,'IN,1,5, 38,checkIn,527713
'T00390,48,'NULL,2024-07-12,16:30:49,'IN,1,5, 38,checkIn,527716
'T00484,50,'NULL,2024-07-12,16:31:21,'IN,1,5, 38,checkIn,527719
'T01020,256,'NULL,2024-07-12,16:31:32,'IN,1,5, 38,checkIn,527722
'T01166,1166,'NULL,2024-07-12,16:31:39,'IN,1,5, 38,checkIn,527725
'T00009,135,'NULL,2024-07-12,16:31:47,'IN,1,5, 38,checkIn,527728
'T00897,11,'NULL,2024-07-12,16:33:47,'IN,1,5, 38,checkIn,527731
'T01024,250,'NULL,2024-07-12,16:34:59,'IN,1,5, 38,checkIn,527734
'T01135,1135,'NULL,2024-07-12,16:40:24,'IN,1,5, 38,checkIn,527737
'T01039,233,'NULL,2024-07-12,16:40:38,'IN,1,5, 38,checkIn,527740
'T00729,101,'NULL,2024-07-12,16:41:04,'IN,1,5, 38,checkIn,527743
'T01019,243,'NULL,2024-07-12,16:41:29,'IN,1,5, 38,checkIn,527746
'T00391,128,'NULL,2024-07-12,16:46:52,'IN,1,5, 38,checkIn,527749
'T01015,1015,'NULL,2024-07-12,16:53:30,'IN,1,5, 38,checkIn,527752
' T01057,270,'NULL,2024-07-12,17:06:55,'IN,1,5, 38,checkIn,527756
'T00183,46,'NULL,2024-07-12,17:07:51,'IN,1,5, 38,checkIn,527759
'T00552,99,'NULL,2024-07-12,17:09:20,'IN,1,5, 38,checkIn,527762
'T01093,1093,'NULL,2024-07-12,17:11:55,'IN,1,5, 38,checkIn,527765
'T00727,42,'NULL,2024-07-12,17:15:50,'IN,1,5, 38,checkIn,527768
'T00885,145,'NULL,2024-07-12,17:36:11,'IN,1,5, 38,checkIn,527774
'T01089,301,'NULL,2024-07-12,17:37:32,'IN,1,5, 38,checkIn,527779
'T00222,129,'NULL,2024-07-12,18:33:13,'IN,1,5, 38,checkIn,527782
'T01158,1158,'NULL,2024-07-12,18:34:34,'IN,1,5, 38,checkIn,527785
'T00172,7,'NULL,2024-07-12,18:46:45,'IN,1,5, 38,checkIn,527788
'T00252,40,'NULL,2024-07-12,21:05:58,'IN,1,5, 38,checkIn,527791
'T00391,128,'NULL,2024-07-13,00:04:32,'IN,1,5, 38,checkIn,527794
'T00590,66,'NULL,2024-07-13,00:06:03,'IN,1,5, 38,checkIn,527797
'T01122,150,'NULL,2024-07-13,00:06:38,'IN,1,5, 38,checkIn,527800
'T00539,34,'NULL,2024-07-13,00:06:45,'IN,1,5, 38,checkIn,527803
'T01130,1130,'NULL,2024-07-13,00:06:53,'IN,1,5, 38,checkIn,527806
'T01199,1199,'NULL,2024-07-13,00:07:01,'IN,1,5, 38,checkIn,527809
'T01146,1146,'NULL,2024-07-13,00:07:04,'IN,1,5, 38,checkIn,527811
'T00950,179,'NULL,2024-07-13,00:07:05,'IN,1,5, 38,checkIn,527812
'T00917,74,'NULL,2024-07-13,00:07:08,'IN,1,5, 38,checkIn,527813
'T01202,1202,'NULL,2024-07-13,00:07:12,'IN,1,5, 38,checkIn,527814
'T01128,1128,'NULL,2024-07-13,00:07:15,'IN,1,5, 38,checkIn,527815
'T01198,1198,'NULL,2024-07-13,00:07:18,'IN,1,5, 38,checkIn,527816
'T01087,286,'NULL,2024-07-13,00:07:21,'IN,1,5, 38,checkIn,527817
'T00927,165,'NULL,2024-07-13,00:07:25,'IN,1,5, 38,checkIn,527818
'T01069,273,'NULL,2024-07-13,00:07:26,'IN,1,5, 38,checkIn,527819
'T01170,1170,'NULL,2024-07-13,00:07:29,'IN,1,5, 38,checkIn,527820
'T01172,1172,'NULL,2024-07-13,00:07:30,'IN,1,5, 38,checkIn,527821
'T01168,1168,'NULL,2024-07-13,00:07:33,'IN,1,5, 38,checkIn,527822
'T01152,1152,'NULL,2024-07-13,00:07:35,'IN,1,5, 38,checkIn,527823
'T01195,1195,'NULL,2024-07-13,00:07:39,'IN,1,5, 38,checkIn,527825
'T01180,1180,'NULL,2024-07-13,00:07:41,'IN,1,5, 38,checkIn,527826
'T01175,1175,'NULL,2024-07-13,00:07:44,'IN,1,5, 38,checkIn,527827
'T01200,1200,'NULL,2024-07-13,00:07:57,'IN,1,5, 38,checkIn,527832
'T01190,1190,'NULL,2024-07-13,00:08:02,'IN,1,5, 38,checkIn,527833
'T01097,1097,'NULL,2024-07-13,00:08:04,'IN,1,5, 38,checkIn,527834
'T01181,1181,'NULL,2024-07-13,00:08:09,'IN,1,5, 38,checkIn,527837
'T01132,1132,'NULL,2024-07-13,00:08:11,'IN,1,5, 38,checkIn,527838
'T01181,1181,'NULL,2024-07-13,00:08:16,'IN,1,5, 38,checkIn,527842
'T01179,1179,'NULL,2024-07-13,00:08:19,'IN,1,5, 38,checkIn,527843
'T01110,1110,'NULL,2024-07-13,00:08:26,'IN,1,5, 38,checkIn,527846
'T00977,227,'NULL,2024-07-13,00:08:31,'IN,1,5, 38,checkIn,527849
'T01187,1187,'NULL,2024-07-13,00:08:32,'IN,1,5, 38,checkIn,527850
'T00945,177,'NULL,2024-07-13,00:08:37,'IN,1,5, 38,checkIn,527853
'T01100,1100,'NULL,2024-07-13,00:08:39,'IN,1,5, 38,checkIn,527854
'T01205,1205,'NULL,2024-07-13,00:08:45,'IN,1,5, 38,checkIn,527857
'T01203,1203,'NULL,2024-07-13,00:08:56,'IN,1,5, 38,checkIn,527860
'T01077,297,'NULL,2024-07-13,00:08:59,'IN,1,5, 38,checkIn,527861
'T01212,1212,'NULL,2024-07-13,00:09:02,'IN,1,5, 38,checkIn,527862
'T01107,1107,'NULL,2024-07-13,00:09:04,'IN,1,5, 38,checkIn,527863
'T01163,1163,'NULL,2024-07-13,00:09:06,'IN,1,5, 38,checkIn,527864
'T01163,1163,'NULL,2024-07-13,00:09:07,'IN,1,5, 38,checkIn,527865
'T01188,1188,'NULL,2024-07-13,00:09:09,'IN,1,5, 38,checkIn,527866
'T00723,17,'NULL,2024-07-13,00:09:11,'IN,1,5, 38,checkIn,527867
'T01232,1232,'NULL,2024-07-13,00:09:13,'IN,1,5, 38,checkIn,527868
'T01101,1101,'NULL,2024-07-13,00:09:20,'IN,1,5, 38,checkIn,527871
'T01127,1127,'NULL,2024-07-13,00:09:24,'IN,1,5, 38,checkIn,527872
'T01193,1193,'NULL,2024-07-13,00:09:26,'IN,1,5, 38,checkIn,527873
'T00938,178,'NULL,2024-07-13,00:09:32,'IN,1,5, 38,checkIn,527876
'T01017,255,'NULL,2024-07-13,00:09:34,'IN,1,5, 38,checkIn,527877
'T00978,173,'NULL,2024-07-13,00:09:36,'IN,1,5, 38,checkIn,527878
'T00647,64,'NULL,2024-07-13,00:09:38,'IN,1,5, 38,checkIn,527879
'T01229,1229,'NULL,2024-07-13,00:09:40,'IN,1,5, 38,checkIn,527880
'T01185,1185,'NULL,2024-07-13,00:09:44,'IN,1,5, 38,checkIn,527881
'    T01133,1133,'NULL,2024-07-13,00:09:49,'IN,1,5, 38,checkIn,527884
'    T01133,1133,'NULL,2024-07-13,00:09:50,'IN,1,5, 38,checkIn,527885
'T01080,290,'NULL,2024-07-13,00:09:53,'IN,1,5, 38,checkIn,527886
'T00976,218,'NULL,2024-07-13,00:09:56,'IN,1,5, 38,checkIn,527887
'T01197,1197,'NULL,2024-07-13,00:09:59,'IN,1,5, 38,checkIn,527888
'T01083,291,'NULL,2024-07-13,00:10:01,'IN,1,5, 38,checkIn,527889
'T01169,1169,'NULL,2024-07-13,00:10:03,'IN,1,5, 38,checkIn,527890
'T01184,1184,'NULL,2024-07-13,00:10:07,'IN,1,5, 38,checkIn,527891
'T01213,1213,'NULL,2024-07-13,00:10:11,'IN,1,5, 38,checkIn,527892
'T01144,1144,'NULL,2024-07-13,00:10:17,'IN,1,5, 38,checkIn,527895
'T01173,1173,'NULL,2024-07-13,00:10:21,'IN,1,5, 38,checkIn,527897
'T01216,1216,'NULL,2024-07-13,00:10:25,'IN,1,5, 38,checkIn,527898
'T01051,267,'NULL,2024-07-13,00:10:27,'IN,1,5, 38,checkIn,527899
'T00822,90,'NULL,2024-07-13,00:10:29,'IN,1,5, 38,checkIn,527900
'T01029,249,'NULL,2024-07-13,00:10:31,'IN,1,5, 38,checkIn,527901
'T00823,91,'NULL,2024-07-13,00:10:33,'IN,1,5, 38,checkIn,527902
'T01111,1111,'NULL,2024-07-13,00:10:36,'IN,1,5, 38,checkIn,527903
'T01167,1167,'NULL,2024-07-13,00:10:38,'IN,1,5, 38,checkIn,527904
'T01176,1176,'NULL,2024-07-13,00:10:42,'IN,1,5, 38,checkIn,527905
'T01176,1176,'NULL,2024-07-13,00:10:42,'IN,1,5, 38,checkIn,527906
'T01064,284,'NULL,2024-07-13,00:10:44,'IN,1,5, 38,checkIn,527907
'T01109,1109,'NULL,2024-07-13,00:10:46,'IN,1,5, 38,checkIn,527908
'T01026,244,'NULL,2024-07-13,00:10:47,'IN,1,5, 38,checkIn,527909
'T01204,1204,'NULL,2024-07-13,00:10:50,'IN,1,5, 38,checkIn,527910
'T01103,1103,'NULL,2024-07-13,00:10:52,'IN,1,5, 38,checkIn,527911
'T01047,261,'NULL,2024-07-13,00:10:54,'IN,1,5, 38,checkIn,527912
'T01037,236,'NULL,2024-07-13,00:10:57,'IN,1,5, 38,checkIn,527913
'T01117,1117,'NULL,2024-07-13,00:11:02,'IN,1,5, 38,checkIn,527916
'T01174,1174,'NULL,2024-07-13,00:11:05,'IN,1,5, 38,checkIn,527917
'T00935,193,'NULL,2024-07-13,00:11:08,'IN,1,5, 38,checkIn,527918
'T00921,157,'NULL,2024-07-13,00:11:11,'IN,1,5, 38,checkIn,527919
'T01078,298,'NULL,2024-07-13,00:11:19,'IN,1,5, 38,checkIn,527922
'T00805,6,'NULL,2024-07-13,00:11:21,'IN,1,5, 38,checkIn,527923
'T01129,1129,'NULL,2024-07-13,00:11:24,'IN,1,5, 38,checkIn,527924
'T00508,93,'NULL,2024-07-13,00:11:26,'IN,1,5, 38,checkIn,527925
'T01207,1207,'NULL,2024-07-13,00:11:30,'IN,1,5, 38,checkIn,527926
'T00920,156,'NULL,2024-07-13,00:11:34,'IN,1,5, 38,checkIn,527927
'T01074,294,'NULL,2024-07-13,00:11:38,'IN,1,5, 38,checkIn,527928
'T00883,59,'NULL,2024-07-13,00:11:39,'IN,1,5, 38,checkIn,527929
'T01138,1138,'NULL,2024-07-13,00:11:41,'IN,1,5, 38,checkIn,527930
'T01042,259,'NULL,2024-07-13,00:11:43,'IN,1,5, 38,checkIn,527931
'T01157,1157,'NULL,2024-07-13,00:11:45,'IN,1,5, 38,checkIn,527932
'T 01140,1140,'NULL,2024-07-13,00:11:48,'IN,1,5, 38,checkIn,527933
'T00982,196,'NULL,2024-07-13,00:11:52,'IN,1,5, 38,checkIn,527934
'T01030,251,'NULL,2024-07-13,00:11:55,'IN,1,5, 38,checkIn,527935
'T01030,251,'NULL,2024-07-13,00:11:57,'IN,1,5, 38,checkIn,527936
'T01206,1206,'NULL,2024-07-13,00:12:00,'IN,1,5, 38,checkIn,527937
'T00452,73,'NULL,2024-07-13,00:12:03,'IN,1,5, 38,checkIn,527938
'T01215,1215,'NULL,2024-07-13,00:12:08,'IN,1,5, 38,checkIn,527939
'T01189,1189,'NULL,2024-07-13,00:12:16,'IN,1,5, 38,checkIn,527943
'T00867,82,'NULL,2024-07-13,00:12:18,'IN,1,5, 38,checkIn,527944
'T00997,201,'NULL,2024-07-13,00:12:25,'IN,1,5, 38,checkIn,527947
'T00861,106,'NULL,2024-07-13,00:12:31,'IN,1,5, 38,checkIn,527951
'T00557,47,'NULL,2024-07-13,00:14:45,'IN,1,5, 38,checkIn,527954
'T00172,7,'NULL,2024-07-13,04:53:35,'IN,1,5, 38,checkIn,527957
'T00885,145,'NULL,2024-07-13,05:24:56,'IN,1,5, 38,checkIn,527960
'T00552,99,'NULL,2024-07-13,07:02:15,'IN,1,5, 38,checkIn,527963
